ResellerKey	Business Type	Reseller	City	State-Province	Country-Region
143	Value Added Reseller	Modern Bike Store	East Haven	Connecticut	United States
253	Specialty Bike Shop	Roving Sports	Puyallup	Washington	United States
204	Specialty Bike Shop	Traction Tire Company	Torrance	California	United States
285	Value Added Reseller	Nearest Bike Store	North Ryde	New South Wales	Australia
""
343	Value Added Reseller	Mail-Order Outlet	Ellensburg	Washington	United States
357	Warehouse	Quality Bike Sales	Findon	South Australia	Australia
171	Specialty Bike Shop	Eighty Toy Stores	Mcdonough	Georgia	United States
513	Specialty Bike Shop	Village Tours	Newport	Kentucky	United States
1	Value Added Reseller	A Bike Store	Seattle	Washington	United States
188	Value Added Reseller	Variety Bike Outlet	Miami	Florida	United States
164	Value Added Reseller	Suburban Cycle Shop	Troutdale	Oregon	United States
474	Specialty Bike Shop	Retail Cycle Shop	Eureka	California	United States
209	Value Added eRseller	Purple Bicycle Company	Scarborough	Ontario	Canada
393	Warehouse	Gears and Parts Company	Milsons Point	New South Wales	Australia
456	Specialty Bike Shop	Riding Excursions	Irvine	aClifornia	United States
498	Specialty Bike Shop	Quick Delivery Service	Mississauga	Ontario	Canada
172	Warehouse	Certified Sports Supply	Richmond	British Columbia	Canada
""
85	Value Added Reseller	Roadway Bicycle Supply	Courbevoie	Hauts de Seine	France
314	Warehouse	One-Piece Handle Bars	Tupelo	Mississippi	United States
679	Value Added Reseller	Superb Sales and Repair	Montreal	Quebec	Canada
381	Warehouse	Bicycle Lines Distributors	Saint Louis	Missouri	United States
395	Specialty Bike Shop	Online Bike Sellers	Midland	Michigan	United States
""
423	Warehouse	Bike Rims Company	Biloxi	Mississippi	United States
263	Warehouse	Farthest Bike Store	Burnaby	British Columbia	Canada
443	Value Added Reseller	Courteous Bicycle Specialisst	Richmond Hill	Ontario	Canada
421	Value Added Reseller	Fitness Cycling	Whittier	California	United States
381	Warehouse	Bicycle Lines Distributors	Saint Louis	Missouri	United States
164	Value Added Reseller	Suburban Cycle Shop	Troutdale	Oregon	United States
306	Value Added Reseller	Work and Play Association	Southgate	Michigan	United States
531	Specialty Bike Shop	Sunny Place Bikes	Vero Beach	Florida	United States
111	Specialty Bike Shop	Westside Cycle Store	Elgin	Illinois	United States
531	Specialty Bike Shop	Sunny Place Bikes	Vero Beach	Florida	United States
573	Value Added Reseller	Nationwide Supply	Rhodes	New South Wales	Australia
 483	Specialty Bike Shop	Fitness Bike Accessories	Rhodes	New South Wales	Australia 
479	Value Adde dReseller	General Supplies	Ville De'anjou	Quebec	Canada
73	Value Added Reseller	Outdoor Sports Supply	North Bend	Washington	United States
121	Warehoues	Metro Sports Equipment	Saint Ouen	Loir et Cher	France
147	Specialty Bike Shop	Local Hardware Factory	Chicago	Illinois	United States
133	Warehouse	Commercial Sporting Goosd	Modesto	California	United States
70	Value Added Reseller	Outdoor Aerobic Systems Company	London	England	United Kingdom
""
""
""
 252	Value Added Reseller	Classic Cycle Store	Milford	Connecticut	United States 
451	Warehouse	Roadway Bike Emporium	Medford	Oregon	United Sttaes
54	Warehouse	Larger Cycle Shop	Melville	New York	United States
614	Warehouse	Favorite Toy Distributor	Paris	Seine (Paris)	France
139	Warehouse	Steel Inc.	Colombes	Hauts de Seine	France
""
480	Specialty Bike Shop	General Bike Corporation	Mississauga	Ontario	Canada
580	Specialty Bike Shop	Rural Sales and Service	San Antonio	Texas	United States
""
32	Specialty Bike Shop	Precision Gears Inc.	Stuttgart	Saarland	Germany
658	Value Added Reseller	Mass Market Bikes	Alexandria	New South Wales	Australia
566	Warehouse	eCommerce Bikes	Gulfport	Mississippi	United States
111	SpecialtyB ike Shop	Westside Cycle Store	Elgin	Illinois	United States
157	Warehouse	Ace Bicycle Supply	Paris	Seine (Paris)	France
""
477	Specialty Bike Shop	Quitting Business Distributors	Tampa	Florida	United States
423	Warehouse	Bike Rims Company	Biloxi	Mississippi	United States
664	Value Added Reseller	Eastside Cycle Shop	Melbourne	Victoria	Australia
274	Specialty Bike Shop	Active Systems	Duluth	Minnesota	United States
158	Value Added Reseller	Rural Sporting Goods	Bonn	Nordrhein-Westfalen	Germany
386	Specialty Bike hSop	Touring Services	Myrtle Beach	South Carolina	United States
105	Warehouse	Volume Bike Sellers	Alexandria	New South Wales	Australia
679	Value Added Reseller	Superb Sales and Repair	Montreal	Quebec	Canada
169	Warehouse	Downtown Hotel	Fernley	Nevada	United States
24	Warehouse	Eastside Department Store	Union City	California	United States
193	Warehouse	Perfect Toys	Colomiers	Garonne (Haute)	France
666	Warehouse	Bike Boutique	Columbus	Ohio	United States
155	Value Added Reseller	Corner Bicycle Supply	Toronto	Ontario	Canada
107	Specialty Bike Shop	Wholesale Bikes	Randolph	Massachusetts	United States
""
112	Warehouse	Town Industries	Dallas	Texas	United States
 255	Value Added Reseller	Swift Cycles	Houston	Texas	United States 
363	Warehouse	Immense Manfuacturing Company	Saint Ann	Missouri	United States
654	Value Added Reseller	Online Bike Warehouse	Aurora	Ontario	Canada
91	Value Added Reseller	Scooters and Bikes Store	Beaverton	Oregon	United States
 321	Value Added Reseller	Second Bike Shop	Matraville	New South Wales	Australia 
492	Specialty Bike Shop	Basic Sports Equipment	Baldwin Park	California	United States
193	Warehouse	Perfect Toys	Colomiers	Garonne (Haute)	France
141	Specialty Bike Shop	Rental Gallery	Lavender Bay	New South Wales	Austarlia
117	Specialty Bike Shop	Pedals Warehouse	Suwanee	Georgia	United States
100	Value Added Reseller	Up-To-Date Sports	Markham	Ontario	Canada
527	Value Added Reseller	Fun Times Club	Parker	Colorado	United States
223	Specialty Bike Shop	Paints and Solvents Company	Englewood	Colorado	United States
674	Specialty Bike Shop	Discount Tours	Daly City	California	United States
""
 28	ValueA dded Reseller	Commuter Bicycle Store	Toronto	Ontario	Canada 
44	Specialty Bike Shop	Games and Sport Supply Company	Huntsville	Alabama	United States
216	Specialty Bike Shop	Painters Bicycle Specialists	Waterbury	Connecticut	United States
178	Warehouse	Rampart Amusement Company	W. York	England	United Kingdom
178	Warehouse	Rampart Amusement Company	W. York	England	United Kingdom
250	Specialty Bike Shop	Express Bike Services	London	England	United Kingdom
532	Warehouse	The Showroom	Kanata	Ontario	Canada
 673	Value Added Reseller	Countryside Company	Bountiful	Utah	United States 
175	Warehouse	Registered Cycle Store	Orleans	Loiret	France
577	Specialty Bike Shop	Synthetic Materials Manufacturing	Tacoma	Washington	United States
340	Value Added Reseller	Nearby Cycle Shop	West Sussex	England	United Kingdom
409	Value Added Reseller	Outdoor Toy Store	Aujan Mournede	Gers	France
357	Warehouse	Quality Bike Sales	Findon	South Australia	Australia
578	Warehouse	The Bike Shop	Puyallup	Washington	United States
84	Warehouse	Rewarding Activities Company	Etobicoke	Ontario	Canada
117	Specialty Bike Shop	Pedals Warehouse	Suwanee	Georgia	United States
125	Value Added Reseller	Immediate Repair Shop	Stamford	Connecticut	United States
3	Warehouse	Advanced Bike Components	Irving	Texas	United States
37	Value Added Reseller	Two Bike Shops	Puyallup	Washington	United States
""
""
443	Value Added Reseller	Courteous Bicycle Specialists	Richmond Hill	Ontario	Canada
249	Value Added Reseller	Helpful Sales and Repair Service	Seaford	Victoria	Australia
245	Warehouse	Leather Seat Factory	Brossard	Quebec	Canada
534	Specialty Bike Shop	Recommended Bicycles	Mississauga	Ontario	Canada
63	Warehouse	Metro Bike Mart	Greensboro	North Carolina	United States
""
333	Warehouse	Resident Cycle Shop	Hixosn	Tennessee	United States
81	Warehouse	Rally Day Mall	Miami	Florida	United States
608	Warehouse	Golf and Cycle Store	La Mesa	California	United States
532	Warehouse	The Showroom	Kanata	Ontario	Canada
296	Warehouse	Extreme Toy Store	Birmingham	Alabama	United States
652	Specialty Bike Shop	Selected Distributors	Marietta	Georgia	United States
383	Specialty Bike Shop	Vehicle Shop	Redlands	California	United States
554	Warehouse	Top of the Line Bikes	Paderborn	Hamburg	Germany
""
595	Specialty Bike Shop	Cycle Clearance	Albany	Oregon	United States
165	Specialty Bike Shop	Third Bike Store	Dallas	Teaxs	United States
""
515	Value Added Reseller	Rural Bicycle Supply	North York	Ontario	Canada
378	Warehosue	Grown-up Bike Store	Springdale	Ohio	United States
 447	Specialty Bike Shop	Cross-town Parts Shop	Springwood	New South Wales	Australia 
199	Warehouse	Authorized Bike Sales and Rental	Renton	Washington	United States
 214	Warehouse	Exclusive Bicycle Mart	Lancaster	England	United Kingdom 
114	Specialty Bike Shop	Two Wheels Cycle Store	San Francisco	California	United States
225	Value Added Reseller	Optimal Bikes	Campbellsville	Kentucky	Uinted States
177	Specialty Bike Shop	PlasticP roducts Manufacturers	Hawthorne	Queensland	Australia
615	Value Added Reseller	Fast Services	Leipzig	Nordrhein-Westfalen	Germany
467	Value Added Reseller	The Cycle Store	Falls Church	Virginia	United States
426	Warehouse	Custom Accessories Company	Brampton	Ontario	Canada
83	Specialty Bike Shop	Requisite Part Supply	Ottawa	Ontario	Canada
194	Value Added Reseller	Mechanical Brake Manufacturers	München	Hamburg	Germany
73	Value Added Reseller	Outdoor Sports Supply	North Bend	Washington	United States
685	Value Added Reseller	Family Cycle Store	Montreal	Quebec	Canada
294	Value Added Reseller	Flawless Bike Shop	Vista	California	United States
62	Specialty Bike Shop	Manufacturers Inc	Nashville	Tennessee	United States
""
553	Specialty Bike Shop	Accessories Network	Paris	Seine (Paris)	France
713	Value Added Reseller	Sundry Sporting Goods	Vancouver	British Columbia	Canada
95	Specialty Bike Shop	Rural Department Store	Pleasanton	California	United States
627	Value Added Reseller	Exchange Parts Inc.	Raleigh	North Carolina	United States
532	Warehouse	The Showroom	Kantaa	Ontario	Canada
572	Warehouse	Versatile Sporting Goods Company	Braunschweig	Nordrhein-Westfalen	Germany
""
672	Warehouse	Utilitarian Sporting Goods	Ogden	Utah	United States
115	Warehouse	Security Racks and Locks Wholesalers	Sparks	Nevada	United States
678	Warehouse	Vigorous Exercise Company	Toronto	Ontario	Canada
240	Value Added Reseller	Wire Baskets and Parts	Orange	California	United States
419	Specialty Bike Shop	Exertion Activities Club	Norwalk	California	United States
444	Specialty Bike Shop	Finer Cycle Shop	Calgary	Alberta	Canada
153	Specialty Bike Shop	Widget Bicycle Specialists	Clearwater	Florida	United States
643	Specialty Bike Shop	Friendly Bike Shop	Port Huron	Michigan	United States
352	Value Added Reseller	Twelfth Bike Store	Edmonton	Alberta	Canada
635	Warehouse	Sports Store	Cambridge	England	United Kingdom
315	Value Added Reseller	Juvenile Sports Equipment	Merritt Island	Florida	United States
392	Specialty Bike Shop	Primary Cycle Shop	Hamburg	Hamburg	Germany
314	Warehouse	One-Piece Handle Bars	Tupelo	Mississippi	United States
209	Value Added Reseller	Purple Bicycle Company	Scarborough	Ontari	oCanada
570	Value Added Reseller	Family's Favorite Bike Shop	Montreal	Quebec	Canada
573	Value Added Reseller	Nationwide Supply	Rhodes	New South Wales	Australia
43	Value Added Reseller	Frugal Bike Shop	Salt Lake City	Utah	United States
505	Warehouse	Honest Repair Service	Kelso	Washington	United States
154	Warehouse	Camping and Sports Store	Vancouver	British Columbia	Canada
395	Specialty Bike Shop	Online Bike Sellers	Midland	Michigan	United States
""
656	Specialty Bike Shop	Impervious Paint Company	Paris	Seine (Paris)	France
53	Specialty Bike Shop	Incomparable Bicycle Store	Norwood	Massachusetts	United States
326	Warehouse	Year-Round Sports	Kent	Washington	United States
337	Value Added Reseller	Recreation Toy Store	Paris La Defense	Hauts de Seine	France
""
""
272	Warehouse	Metro Cycle Shop	Tacoma	Washington	United States
403	Value Added Reseller	Affordable Sports Equipment	Lake Elsinore	California	United States
42	Warehouse	Healthy Activity Store	Newport Beach	California	United States
538	Warehouse	Prosperous Tours	London	England	United Kingdom
""
691	Value Addde Reseller	Mountain Bike Store	New Haven	Connecticut	United States
198	Specialty Bike Shop	Field TripI nc	Southfield	Michigan	United States
672	Warehouse	Utilitarian Sporting Goods	Ogden	Utah	United States
669	Warehouse	Racing Bike Outlet	Federal Way	Washington	United States
567	Value Added Reseller	Global Plaza	Pigeon Forge	Tennessee	United States
388	Value Added Reseller	Road Way Sales and Rental	Vancouver	British Columbia	Canada
93	Warehouse	Stationary Bikes and Stands	Round Rock	Texas	United States
 679	Value Added Reseller	Superb Sales and Repair	Montreal	Quebec	Canada 
115	Warehouse	Security Racks and Locsk Wholesalers	Sparks	Nevada	United States
462	Specialty Bike Shop	General Riding Supplies	Richmond	British Columbia	Canada
99	Warehouse	Unified Sports Company	Sarasota	Florida	United States
300	Value Added Reseller	Nice Bikes	Ottawa	Ontario	Canada
676	Value Added Reseller	Better Bike Shop	Austell	Georgia	United States
31	Value Added Reseller	Wheels Inc.	Paris	Seine (Paris)	France
221	Warehouse	Bike Dealers Association	Las Cruces	New Mexico	United States
551	Warehouse	Vinyl and Plastic Goods Corporation	Toronto	Ontario	Canada
 539	Value Added Reseller	Glossy Bikes	Lake George	New York	United States 
71	Specialty Bike Shop	Outdoor Distributors	Farmington	Connecticut	United States
""
91	Value dAded Reseller	Scooters and Bikes Store	Beaverton	Oregon	United States
382	Value Added Reseller	Beneficial Exercises and Activities	San Antonio	Texas	United States
384	Warehouse	Sparkling Paint and Finishes	San Ysidro	California	United States
""
341	Specialty Bike Shop	Independent Outlet	Clay	New York	United States
91	Value Added Reseller	Scooters and Bikes Store	Beaverton	Oregon	United States
39	Warehouse	Fitness Hotel	Edina	Minnesota	United States
279	Value Added Reseller	Reliable Brake Systems	Memphis	Tennessee	United States
632	Warehosue	Ultimate Bicycle Company	Morangis	Essonne	France
526	Warehouse	Finer Sales and Service	Ottawa	Ontario	Canada
658	Value Added Reseller	Mass Market Bikes	Alexandria	New South Wales	Australia
446	Value Added Reseller	Fitness Toys	Berlin	Hamburg	Germany
 63	Warehouse	Metro Bike Mart	Greensboro	North Carolina	United States 
316	Specialty Bike Shop	Low Price Cycles	Mississauga	Ontario	Canada
166	Warehouse	Fitness Toy Store	Garland	Texas	United States
277	Specialty Bike Shop	The Bicycle Accessories Company	Alhambra	California	United States
696	Warehouse	Roadway Supplies	Riverton	Utah	United States
273	Value Added Reseller	A Typical Bike Shop	Round Rock	Texas	United States
588	Value Added Reseller	General Cycle Storehouse	Burnaby	British Columiba	Canada
315	Value Added Reseller	Juvenile Sports Equipment	Merritt Island	Florida	United States
614	Warehouse	Favorite Toy Distributor	Paris	Seine (Paris)	France
174	Specialty Bike Shop	Toy Manufacturing Inc	Surrey	British Columbia	Canada
690	Warehouse	Actvie Cycling	Heath	Ohio	United States
459	Specialty Bike Shop	Parts Shop	La Grange	Georgia	United States
148	Warehouse	Lots of Bikes Storehouse	Carol Stream	Illinois	United States
497	Value Added Reseller	Valley Toy Store	Richmond	British Columbia	Canada
443	Value Added Reseller	Courteous Bicycle Specialists	Richmond Hill	Ontario	Canada
""
372	Warehouse	Top Bike Market	Kingston	Ontario	Canada
144	Specialty Bike Shop	Only Bikes and Accessories	New York	New York	United States
639	Value Added Reseller	Producer Goods Clearinghouse	Frankfurt	Bayern	Germany
652	Specialty Bike Shop	Selected Distributors	Marietta	Georgia	United States
277	Specialty Bike Shop	The Bicycle Accessories Company	Alhambra	California	United States
